transaction_id,policy_id,premium_month,premium_due,premium_paid,payment_status,payment_date,source_file,load_timestamp,integrity_failure_reason
TXN00013450,POL001861,2025-12-01,593.34,593.34,Paid,2025-12-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013451,POL001861,2026-01-01,593.34,593.34,Paid,2026-01-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013452,POL001861,2026-02-01,593.34,593.34,Paid,2026-02-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013453,POL001861,2026-03-01,593.34,593.34,Paid,2026-03-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013483,POL001866,2026-02-01,188.64,188.64,Paid,2026-02-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013484,POL001866,2026-03-01,188.64,188.64,Paid,2026-03-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013485,POL001866,2026-04-01,188.64,188.64,Paid,2026-04-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013486,POL001866,2026-05-01,188.64,188.64,Paid,2026-05-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013487,POL001866,2026-06-01,188.64,188.64,Paid,2026-06-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013565,POL001878,2025-08-01,143.0,143.0,Paid,2025-08-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013566,POL001878,2025-09-01,143.0,143.0,Paid,2025-09-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013567,POL001878,2025-10-01,143.0,143.0,Paid,2025-10-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013568,POL001878,2025-11-01,143.0,143.0,Paid,2025-11-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013569,POL001878,2025-12-01,143.0,143.0,Paid,2025-12-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013570,POL001878,2026-01-01,143.0,143.0,Paid,2026-01-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013571,POL001878,2026-02-01,143.0,143.0,Paid,2026-02-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013572,POL001878,2026-03-01,143.0,143.0,Paid,2026-03-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013573,POL001878,2026-04-01,143.0,143.0,Paid,2026-04-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013574,POL001878,2026-05-01,143.0,143.0,Paid,2026-05-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013575,POL001878,2026-06-01,143.0,143.0,Paid,2026-06-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00014106,POL001950,2025-12-01,158.67,158.67,Paid,2025-12-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00014107,POL001950,2026-01-01,158.67,158.67,Paid,2026-01-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00014108,POL001950,2026-02-01,158.67,158.67,Paid,2026-02-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00014109,POL001950,2026-03-01,158.67,158.67,Paid,2026-03-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00014110,POL001950,2026-04-01,158.67,158.67,Paid,2026-04-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00014111,POL001950,2026-05-01,158.67,158.67,Paid,2026-05-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00014112,POL001950,2026-06-01,158.67,0.0,Failed,,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00014948,POL002064,2026-03-01,178.0,178.0,Paid,2026-03-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00014949,POL002064,2026-04-01,178.0,178.0,Paid,2026-04-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00014950,POL002064,2026-05-01,178.0,178.0,Paid,2026-05-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00014951,POL002064,2026-06-01,178.0,178.0,Paid,2026-06-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00015838,POL002192,2026-02-01,39.67,39.67,Paid,2026-02-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00015839,POL002192,2026-03-01,39.67,39.67,Paid,2026-03-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00015840,POL002192,2026-04-01,39.67,39.67,Paid,2026-04-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00015841,POL002192,2026-05-01,39.67,39.67,Paid,2026-05-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00015842,POL002192,2026-06-01,39.67,39.67,Paid,2026-06-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00016193,POL002243,2026-02-01,79.33,79.33,Paid,2026-02-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00016194,POL002243,2026-03-01,79.33,79.33,Paid,2026-03-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00016195,POL002243,2026-04-01,79.33,79.33,Paid,2026-04-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00016196,POL002243,2026-05-01,79.33,79.33,Paid,2026-05-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00016197,POL002243,2026-06-01,79.33,79.33,Paid,2026-06-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN_BAD001,POL999001,2026-05-01,120.0,120.0,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17,Referenced policy does not exist in source data
TXN_BAD002,POL999002,2026-05-01,120.0,120.0,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17,Referenced policy does not exist in source data
TXN_BAD003,POL999003,2026-05-01,120.0,120.0,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17,Referenced policy does not exist in source data
TXN_BAD004,POL999004,2026-05-01,120.0,120.0,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17,Referenced policy does not exist in source data
TXN_BAD005,POL999005,2026-05-01,120.0,120.0,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17,Referenced policy does not exist in source data
TXN_BAD006,POL999006,2026-05-01,120.0,120.0,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17,Referenced policy does not exist in source data
TXN_BAD007,POL999007,2026-05-01,120.0,120.0,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17,Referenced policy does not exist in source data
TXN_BAD008,POL999008,2026-05-01,120.0,120.0,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17,Referenced policy does not exist in source data
