transaction_id,policy_id,premium_month,premium_due,premium_paid,payment_status,partner_id,partner_name,product_id,product_name,product_type,province,rejection_reason
TXN00013574,POL001878,2026-05-01,143.0,143.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013575,POL001878,2026-06-01,143.0,143.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013668,POL001891,2025-09-01,617.89,617.89,Paid,PART004,Khula Bank,PRD999,,,North West,product_id not found in products_clean.csv
TXN00013669,POL001891,2025-10-01,617.89,0.0,Failed,PART004,Khula Bank,PRD999,,,North West,product_id not found in products_clean.csv
TXN00013670,POL001891,2025-11-01,617.89,617.89,Paid,PART004,Khula Bank,PRD999,,,North West,product_id not found in products_clean.csv
TXN00013671,POL001891,2025-12-01,617.89,617.89,Paid,PART004,Khula Bank,PRD999,,,North West,product_id not found in products_clean.csv
TXN00013672,POL001891,2026-01-01,617.89,617.89,Paid,PART004,Khula Bank,PRD999,,,North West,product_id not found in products_clean.csv
TXN00013740,POL001900,2025-12-01,89.0,89.0,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Gauteng,product_id not found in products_clean.csv
TXN00013741,POL001900,2026-01-01,89.0,89.0,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Gauteng,product_id not found in products_clean.csv
TXN00013742,POL001900,2026-02-01,89.0,89.0,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Gauteng,product_id not found in products_clean.csv
TXN00013743,POL001900,2026-03-01,89.0,89.0,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Gauteng,product_id not found in products_clean.csv
TXN00013744,POL001900,2026-04-01,89.0,89.0,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Gauteng,product_id not found in products_clean.csv
TXN00013745,POL001900,2026-05-01,89.0,89.0,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Gauteng,product_id not found in products_clean.csv
TXN00013746,POL001900,2026-06-01,89.0,89.0,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Gauteng,product_id not found in products_clean.csv
TXN00014106,POL001950,2025-12-01,158.67,158.67,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00014107,POL001950,2026-01-01,158.67,158.67,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00014108,POL001950,2026-02-01,158.67,158.67,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00014109,POL001950,2026-03-01,158.67,158.67,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00014110,POL001950,2026-04-01,158.67,158.67,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00014111,POL001950,2026-05-01,158.67,158.67,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00014112,POL001950,2026-06-01,158.67,0.0,Failed,,,,,,,policy_id not found in policies_clean.csv
TXN00014398,POL001989,2025-11-01,336.48,336.48,Paid,PART001,Ubuntu Credit,PRD999,,,Mpumalanga,product_id not found in products_clean.csv
TXN00014399,POL001989,2025-12-01,336.48,336.48,Paid,PART001,Ubuntu Credit,PRD999,,,Mpumalanga,product_id not found in products_clean.csv
TXN00014400,POL001989,2026-01-01,336.48,336.48,Paid,PART001,Ubuntu Credit,PRD999,,,Mpumalanga,product_id not found in products_clean.csv
TXN00014401,POL001989,2026-02-01,336.48,336.48,Paid,PART001,Ubuntu Credit,PRD999,,,Mpumalanga,product_id not found in products_clean.csv
TXN00014402,POL001989,2026-03-01,336.48,336.48,Paid,PART001,Ubuntu Credit,PRD999,,,Mpumalanga,product_id not found in products_clean.csv
TXN00014403,POL001989,2026-04-01,336.48,336.48,Paid,PART001,Ubuntu Credit,PRD999,,,Mpumalanga,product_id not found in products_clean.csv
TXN00014404,POL001989,2026-05-01,336.48,336.48,Paid,PART001,Ubuntu Credit,PRD999,,,Mpumalanga,product_id not found in products_clean.csv
TXN00014405,POL001989,2026-06-01,336.48,336.48,Paid,PART001,Ubuntu Credit,PRD999,,,Mpumalanga,product_id not found in products_clean.csv
TXN00014948,POL002064,2026-03-01,178.0,178.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00014949,POL002064,2026-04-01,178.0,178.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00014950,POL002064,2026-05-01,178.0,178.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00014951,POL002064,2026-06-01,178.0,178.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00015838,POL002192,2026-02-01,39.67,39.67,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00015839,POL002192,2026-03-01,39.67,39.67,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00015840,POL002192,2026-04-01,39.67,39.67,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00015841,POL002192,2026-05-01,39.67,39.67,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00015842,POL002192,2026-06-01,39.67,39.67,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00016193,POL002243,2026-02-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00016194,POL002243,2026-03-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00016195,POL002243,2026-04-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00016196,POL002243,2026-05-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00016197,POL002243,2026-06-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN_BAD001,POL999001,2026-05-01,120.0,120.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN_BAD002,POL999002,2026-05-01,120.0,120.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN_BAD003,POL999003,2026-05-01,120.0,120.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN_BAD004,POL999004,2026-05-01,120.0,120.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN_BAD005,POL999005,2026-05-01,120.0,120.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN_BAD006,POL999006,2026-05-01,120.0,120.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN_BAD007,POL999007,2026-05-01,120.0,120.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN_BAD008,POL999008,2026-05-01,120.0,120.0,Paid,,,,,,,policy_id not found in policies_clean.csv
