month,partner_id,partner_name,product_id,product_name,product_type,province,number_of_claims,paid_claims,declined_claims,under_investigation_claims,total_claim_amount,claims_paid_amount,average_claim_amount,claim_approval_rate_pct,claim_payout_rate_pct
2026-05-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Free State,2,1,1,0,49391.78,23793.59,24695.89,50.0,48.17
2026-05-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Gauteng,5,5,0,0,138329.1,138329.1,27665.82,100.0,100.0
2026-05-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,KwaZulu-Natal,3,1,1,1,95172.06,17558.92,31724.02,33.33,18.45
2026-05-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Limpopo,3,3,0,0,94847.65,94847.65,31615.88,100.0,100.0
2026-05-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Western Cape,3,1,2,0,74993.98,18294.42,24997.99,33.33,24.39
2026-05-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Gauteng,4,4,0,0,300448.93,300448.93,75112.23,100.0,100.0
2026-05-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,KwaZulu-Natal,3,2,1,0,281242.14,219560.54,93747.38,66.67,78.07
2026-05-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Limpopo,2,1,1,0,105558.47,53760.91,52779.24,50.0,50.93
2026-05-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Free State,1,0,0,1,90924.5,0.0,90924.5,0.0,0.0
2026-05-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Gauteng,1,1,0,0,24916.03,24916.03,24916.03,100.0,100.0
2026-05-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,North West,1,1,0,0,17640.78,17640.78,17640.78,100.0,100.0
2026-05-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Western Cape,1,1,0,0,36212.63,36212.63,36212.63,100.0,100.0
2026-05-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Eastern Cape,1,1,0,0,29735.05,29735.05,29735.05,100.0,100.0
2026-05-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Gauteng,2,2,0,0,54789.88,54789.88,27394.94,100.0,100.0
2026-05-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,KwaZulu-Natal,1,1,0,0,22739.36,22739.36,22739.36,100.0,100.0
2026-05-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Western Cape,1,0,1,0,7461.26,0.0,7461.26,0.0,0.0
2026-05-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Gauteng,1,1,0,0,44552.7,44552.7,44552.7,100.0,100.0
2026-05-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Western Cape,1,0,1,0,42971.6,0.0,42971.6,0.0,0.0
2026-05-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Gauteng,3,1,2,0,278681.1,117788.15,92893.7,33.33,42.27
2026-05-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,KwaZulu-Natal,1,1,0,0,44926.79,44926.79,44926.79,100.0,100.0
2026-05-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,North West,1,1,0,0,125112.72,125112.72,125112.72,100.0,100.0
2026-05-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Eastern Cape,1,0,1,0,165371.24,198445.49,165371.24,0.0,120.0
2026-05-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Gauteng,2,2,0,0,193708.26,193708.26,96854.13,100.0,100.0
2026-05-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,KwaZulu-Natal,1,1,0,0,121061.19,121061.19,121061.19,100.0,100.0
2026-05-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,North West,1,1,0,0,37663.58,37663.58,37663.58,100.0,100.0
2026-05-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Western Cape,2,2,0,0,110471.19,110471.19,55235.6,100.0,100.0
2026-05-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Eastern Cape,1,1,0,0,39102.85,39102.85,39102.85,100.0,100.0
2026-05-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Gauteng,1,1,0,0,41178.33,41178.33,41178.33,100.0,100.0
2026-05-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,KwaZulu-Natal,2,1,1,0,73469.71,42435.39,36734.85,50.0,57.76
2026-05-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,North West,1,1,0,0,21657.84,21657.84,21657.84,100.0,100.0
2026-05-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Western Cape,1,0,0,1,6877.81,0.0,6877.81,0.0,0.0
2026-05-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Eastern Cape,1,1,0,0,145794.23,145794.23,145794.23,100.0,100.0
2026-05-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Gauteng,2,2,0,0,112918.8,112918.8,56459.4,100.0,100.0
2026-05-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,KwaZulu-Natal,2,2,0,0,274972.26,274972.26,137486.13,100.0,100.0
2026-05-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Western Cape,2,2,0,0,102037.88,102037.88,51018.94,100.0,100.0
2026-05-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Gauteng,4,3,1,0,354393.22,252495.51,88598.3,75.0,71.25
2026-05-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Western Cape,1,1,0,0,49524.43,49524.43,49524.43,100.0,100.0
2026-06-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Eastern Cape,1,1,0,0,32714.7,32714.7,32714.7,100.0,100.0
2026-06-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Gauteng,3,3,0,0,59846.68,59846.68,19948.89,100.0,100.0
2026-06-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Mpumalanga,1,1,0,0,13378.48,13378.48,13378.48,100.0,100.0
2026-06-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,North West,2,2,0,0,85461.52,94633.02,42730.76,100.0,110.73
2026-06-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Western Cape,1,1,0,0,26586.62,26586.62,26586.62,100.0,100.0
2026-06-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Free State,2,2,0,0,185808.13,185808.13,92904.06,100.0,100.0
2026-06-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Gauteng,3,2,1,0,169422.44,129692.51,56474.15,66.67,76.55
2026-06-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,KwaZulu-Natal,1,1,0,0,26901.64,26901.64,26901.64,100.0,100.0
2026-06-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Mpumalanga,1,1,0,0,92851.63,92851.63,92851.63,100.0,100.0
2026-06-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,North West,1,1,0,0,38008.09,38008.09,38008.09,100.0,100.0
2026-06-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Western Cape,2,2,0,0,107815.85,107815.85,53907.92,100.0,100.0
2026-06-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Eastern Cape,2,2,0,0,90895.44,90895.44,45447.72,100.0,100.0
2026-06-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Free State,1,1,0,0,14744.39,14744.39,14744.39,100.0,100.0
2026-06-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Gauteng,5,4,1,0,180269.26,147616.58,36053.85,80.0,81.89
2026-06-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,KwaZulu-Natal,1,1,0,0,59939.97,59939.97,59939.97,100.0,100.0
2026-06-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Western Cape,1,1,0,0,13759.81,13759.81,13759.81,100.0,100.0
2026-06-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Free State,1,1,0,0,41856.48,41856.48,41856.48,100.0,100.0
2026-06-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Gauteng,4,3,0,1,139113.51,105631.2,34778.38,75.0,75.93
2026-06-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Limpopo,2,2,0,0,106938.49,106938.49,53469.24,100.0,100.0
2026-06-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Eastern Cape,1,1,0,0,38690.1,38690.1,38690.1,100.0,100.0
2026-06-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Gauteng,4,4,0,0,193110.41,193110.41,48277.6,100.0,100.0
2026-06-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,KwaZulu-Natal,1,0,1,0,43757.62,0.0,43757.62,0.0,0.0
2026-06-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Mpumalanga,1,1,0,0,55286.32,55286.32,55286.32,100.0,100.0
2026-06-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Western Cape,1,0,1,0,10027.47,0.0,10027.47,0.0,0.0
2026-06-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Eastern Cape,1,1,0,0,145955.45,145955.45,145955.45,100.0,100.0
2026-06-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,North West,1,1,0,0,57595.79,57595.79,57595.79,100.0,100.0
2026-06-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Gauteng,2,1,0,1,58248.8,21343.98,29124.4,50.0,36.64
2026-06-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Limpopo,1,1,0,0,77289.81,77289.81,77289.81,100.0,100.0
2026-06-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Mpumalanga,1,1,0,0,85449.98,85449.98,85449.98,100.0,100.0
2026-06-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Western Cape,2,0,2,0,94530.62,0.0,47265.31,0.0,0.0
2026-06-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Eastern Cape,3,3,0,0,135401.57,135401.57,45133.86,100.0,100.0
2026-06-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Gauteng,4,3,1,0,139418.6,91933.86,34854.65,75.0,65.94
2026-06-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,KwaZulu-Natal,1,1,0,0,84254.96,84254.96,84254.96,100.0,100.0
2026-06-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Limpopo,1,0,1,0,86540.94,0.0,86540.94,0.0,0.0
2026-06-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Western Cape,3,1,2,0,104258.2,58706.88,34752.73,33.33,56.31
2026-06-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Eastern Cape,2,2,0,0,306818.92,306818.92,153409.46,100.0,100.0
2026-06-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Free State,1,0,1,0,181167.61,0.0,181167.61,0.0,0.0
2026-06-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Gauteng,2,2,0,0,330360.57,330360.57,165180.28,100.0,100.0
2026-06-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Limpopo,1,1,0,0,280691.21,280691.21,280691.21,100.0,100.0
2026-06-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Western Cape,1,1,0,0,272747.35,272747.35,272747.35,100.0,100.0
2026-06-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Eastern Cape,1,1,0,0,120153.25,120153.25,120153.25,100.0,100.0
2026-06-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Western Cape,2,1,1,0,166734.41,52158.28,83367.2,50.0,31.28
