month,partner_id,partner_name,product_id,product_name,product_type,province,total_policies,active_policies,lapsed_policies,cancelled_policies,total_cover_amount,average_cover_amount,total_monthly_premium,average_monthly_premium,active_policy_pct,lapsed_policy_pct,cancelled_policy_pct
2025-09-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,KwaZulu-Natal,3,1,1,1,175000.0,58333.33,260.75,86.92,33.33,33.33,33.33
2025-09-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Limpopo,3,1,2,0,225000.0,75000.0,335.25,111.75,33.33,66.67,0.0
2025-09-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Mpumalanga,2,1,1,0,75000.0,37500.0,111.75,55.88,50.0,50.0,0.0
2025-09-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Western Cape,4,2,1,1,250000.0,62500.0,372.5,93.12,50.0,25.0,25.0
2025-09-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Eastern Cape,2,2,0,0,142500.0,71250.0,783.75,391.88,100.0,0.0,0.0
2025-09-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Free State,1,1,0,0,38400.0,38400.0,211.2,211.2,100.0,0.0,0.0
2025-09-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Gauteng,6,6,0,0,274900.0,45816.67,1511.95,251.99,100.0,0.0,0.0
2025-09-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,KwaZulu-Natal,7,5,2,0,521500.0,74500.0,2868.25,409.75,71.43,28.57,0.0
2025-09-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Limpopo,1,1,0,0,98000.0,98000.0,539.0,539.0,100.0,0.0,0.0
2025-09-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Mpumalanga,2,2,0,0,116200.0,58100.0,639.1,319.55,100.0,0.0,0.0
2025-09-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,North West,2,2,0,0,98200.0,49100.0,540.1,270.05,100.0,0.0,0.0
2025-09-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Western Cape,6,5,0,1,348300.0,58050.0,1915.65,319.28,83.33,0.0,16.67
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Eastern Cape,4,4,0,0,568400.0,142100.0,3751.44,937.86,100.0,0.0,0.0
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Gauteng,10,9,0,1,1466000.0,146600.0,9675.6,967.56,90.0,0.0,10.0
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,KwaZulu-Natal,5,5,0,0,681600.0,136320.0,4498.56,899.71,100.0,0.0,0.0
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Limpopo,5,4,0,1,611700.0,122340.0,4037.22,807.44,80.0,0.0,20.0
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Mpumalanga,2,1,1,0,157900.0,78950.0,1042.14,521.07,50.0,50.0,0.0
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Western Cape,1,1,0,0,166400.0,166400.0,1098.24,1098.24,100.0,0.0,0.0
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Eastern Cape,3,3,0,0,396100.0,132033.33,1940.89,646.96,100.0,0.0,0.0
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Free State,2,1,1,0,290100.0,145050.0,1421.49,710.74,50.0,50.0,0.0
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Gauteng,8,8,0,0,1033000.0,129125.0,5061.7,632.71,100.0,0.0,0.0
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,KwaZulu-Natal,7,6,0,1,767000.0,109571.43,3758.3,536.9,85.71,0.0,14.29
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Limpopo,2,2,0,0,311600.0,155800.0,1526.84,763.42,100.0,0.0,0.0
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Mpumalanga,1,1,0,0,93000.0,93000.0,455.7,455.7,100.0,0.0,0.0
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,North West,1,1,0,0,119800.0,119800.0,587.02,587.02,100.0,0.0,0.0
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Western Cape,7,5,2,0,856500.0,122357.14,4196.85,599.55,71.43,28.57,0.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Eastern Cape,3,2,1,0,225000.0,75000.0,357.01,119.0,66.67,33.33,0.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Gauteng,5,5,0,0,325000.0,65000.0,515.67,103.13,100.0,0.0,0.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,KwaZulu-Natal,6,4,1,1,400000.0,66666.67,634.67,105.78,66.67,16.67,16.67
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Limpopo,4,2,1,1,175000.0,43750.0,277.68,69.42,50.0,25.0,25.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Mpumalanga,2,1,0,1,150000.0,75000.0,238.0,119.0,50.0,0.0,50.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,North West,3,3,0,0,125000.0,41666.67,198.33,66.11,100.0,0.0,0.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Western Cape,6,2,2,2,325000.0,54166.67,515.66,85.94,33.33,33.33,33.33
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Eastern Cape,1,1,0,0,252700.0,252700.0,1061.34,1061.34,100.0,0.0,0.0
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Gauteng,6,5,1,0,860000.0,143333.33,3612.0,602.0,83.33,16.67,0.0
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,KwaZulu-Natal,4,3,1,0,514800.0,128700.0,2162.16,540.54,75.0,25.0,0.0
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Limpopo,3,2,0,1,589800.0,196600.0,2477.16,825.72,66.67,0.0,33.33
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Mpumalanga,3,2,0,1,529500.0,176500.0,2223.9,741.3,66.67,0.0,33.33
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Western Cape,5,3,1,1,1219300.0,243860.0,5121.06,1024.21,60.0,20.0,20.0
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Eastern Cape,1,0,0,1,233200.0,233200.0,816.2,816.2,0.0,0.0,100.0
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Gauteng,6,6,0,0,1023600.0,170600.0,3582.6,597.1,100.0,0.0,0.0
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,KwaZulu-Natal,4,3,0,1,761700.0,190425.0,2665.95,666.49,75.0,0.0,25.0
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Limpopo,2,1,1,0,440500.0,220250.0,1541.75,770.88,50.0,50.0,0.0
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,North West,2,2,0,0,404200.0,202100.0,1414.7,707.35,100.0,0.0,0.0
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Western Cape,3,2,1,0,344600.0,114866.67,1206.1,402.03,66.67,33.33,0.0
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Eastern Cape,4,4,0,0,171900.0,42975.0,825.12,206.28,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Free State,1,1,0,0,61400.0,61400.0,294.72,294.72,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Gauteng,6,6,0,0,252800.0,42133.33,1213.44,202.24,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,KwaZulu-Natal,1,1,0,0,28300.0,28300.0,135.84,135.84,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Limpopo,2,2,0,0,107600.0,53800.0,516.48,258.24,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Mpumalanga,1,1,0,0,34900.0,34900.0,167.52,167.52,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,North West,2,2,0,0,62300.0,31150.0,299.04,149.52,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Western Cape,7,7,0,0,238700.0,34100.0,1145.76,163.68,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Eastern Cape,2,2,0,0,176400.0,88200.0,1093.68,546.84,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Free State,1,1,0,0,40800.0,40800.0,252.96,252.96,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Gauteng,19,16,2,1,1717400.0,90389.47,10647.88,560.41,84.21,10.53,5.26
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,KwaZulu-Natal,4,2,1,1,410900.0,102725.0,2547.58,636.9,50.0,25.0,25.0
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Limpopo,5,5,0,0,517200.0,103440.0,3206.64,641.33,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Mpumalanga,1,1,0,0,90800.0,90800.0,562.96,562.96,100.0,0.0,0.0
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Western Cape,7,6,0,1,631100.0,90157.14,3912.82,558.97,85.71,0.0,14.29
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Eastern Cape,2,2,0,0,150000.0,75000.0,267.0,133.5,100.0,0.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Free State,1,1,0,0,100000.0,100000.0,178.0,178.0,100.0,0.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Gauteng,10,7,3,0,725000.0,72500.0,1290.5,129.05,70.0,30.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,KwaZulu-Natal,2,2,0,0,150000.0,75000.0,267.0,133.5,100.0,0.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Limpopo,3,3,0,0,250000.0,83333.33,445.0,148.33,100.0,0.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Mpumalanga,2,2,0,0,125000.0,62500.0,222.5,111.25,100.0,0.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,North West,1,0,1,0,100000.0,100000.0,178.0,178.0,0.0,100.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Western Cape,3,3,0,0,150000.0,50000.0,267.0,89.0,100.0,0.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Eastern Cape,1,1,0,0,75000.0,75000.0,111.75,111.75,100.0,0.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Free State,1,1,0,0,25000.0,25000.0,37.25,37.25,100.0,0.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Gauteng,7,7,0,0,525000.0,75000.0,782.25,111.75,100.0,0.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,KwaZulu-Natal,2,2,0,0,75000.0,37500.0,111.75,55.88,100.0,0.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Limpopo,2,2,0,0,175000.0,87500.0,260.75,130.38,100.0,0.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Mpumalanga,3,2,1,0,200000.0,66666.67,298.0,99.33,66.67,33.33,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,North West,1,0,1,0,25000.0,25000.0,37.25,37.25,0.0,100.0,0.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Western Cape,6,6,0,0,500000.0,83333.33,745.0,124.17,100.0,0.0,0.0
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Gauteng,6,6,0,0,393000.0,65500.0,2161.5,360.25,100.0,0.0,0.0
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,KwaZulu-Natal,2,2,0,0,139400.0,69700.0,766.7,383.35,100.0,0.0,0.0
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Limpopo,2,2,0,0,146200.0,73100.0,804.1,402.05,100.0,0.0,0.0
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Mpumalanga,1,1,0,0,72300.0,72300.0,397.65,397.65,100.0,0.0,0.0
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,North West,3,3,0,0,169100.0,56366.67,930.05,310.02,100.0,0.0,0.0
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Western Cape,5,4,1,0,270600.0,54120.0,1488.3,297.66,80.0,20.0,0.0
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Eastern Cape,1,1,0,0,97200.0,97200.0,641.52,641.52,100.0,0.0,0.0
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Gauteng,5,4,1,0,642400.0,128480.0,4239.84,847.97,80.0,20.0,0.0
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,KwaZulu-Natal,3,2,1,0,314900.0,104966.67,2078.34,692.78,66.67,33.33,0.0
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Limpopo,1,1,0,0,168600.0,168600.0,1112.76,1112.76,100.0,0.0,0.0
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,North West,1,1,0,0,165000.0,165000.0,1089.0,1089.0,100.0,0.0,0.0
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Western Cape,4,3,0,1,399100.0,99775.0,2634.06,658.52,75.0,0.0,25.0
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Eastern Cape,2,0,2,0,302200.0,151100.0,1480.78,740.39,0.0,100.0,0.0
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Free State,1,1,0,0,182400.0,182400.0,893.76,893.76,100.0,0.0,0.0
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Gauteng,9,9,0,0,1282700.0,142522.22,6285.23,698.36,100.0,0.0,0.0
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,KwaZulu-Natal,4,4,0,0,623800.0,155950.0,3056.62,764.16,100.0,0.0,0.0
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Limpopo,2,2,0,0,163400.0,81700.0,800.66,400.33,100.0,0.0,0.0
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,North West,1,1,0,0,135800.0,135800.0,665.42,665.42,100.0,0.0,0.0
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Western Cape,11,5,4,2,1359200.0,123563.64,6660.08,605.46,45.45,36.36,18.18
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Gauteng,10,10,0,0,700000.0,70000.0,1110.67,111.07,100.0,0.0,0.0
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,KwaZulu-Natal,1,1,0,0,75000.0,75000.0,119.0,119.0,100.0,0.0,0.0
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Limpopo,2,2,0,0,125000.0,62500.0,198.33,99.16,100.0,0.0,0.0
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Mpumalanga,2,2,0,0,125000.0,62500.0,198.33,99.16,100.0,0.0,0.0
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,North West,2,2,0,0,125000.0,62500.0,198.34,99.17,100.0,0.0,0.0
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Western Cape,4,3,1,0,225000.0,56250.0,357.0,89.25,75.0,25.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Eastern Cape,3,3,0,0,585600.0,195200.0,2459.52,819.84,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Free State,1,1,0,0,87700.0,87700.0,368.34,368.34,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Gauteng,4,4,0,0,1006300.0,251575.0,4226.46,1056.62,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,KwaZulu-Natal,5,5,0,0,632400.0,126480.0,2656.08,531.22,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Limpopo,3,3,0,0,632900.0,210966.67,2658.18,886.06,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Mpumalanga,2,2,0,0,426200.0,213100.0,1790.04,895.02,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Western Cape,4,4,0,0,566700.0,141675.0,2380.14,595.04,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Free State,1,1,0,0,100900.0,100900.0,353.15,353.15,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Gauteng,12,11,1,0,2294800.0,191233.33,8031.8,669.32,91.67,8.33,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,KwaZulu-Natal,4,4,0,0,492100.0,123025.0,1722.35,430.59,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Limpopo,3,3,0,0,485900.0,161966.67,1700.65,566.88,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Mpumalanga,2,2,0,0,285800.0,142900.0,1000.3,500.15,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,North West,2,2,0,0,334300.0,167150.0,1170.05,585.02,100.0,0.0,0.0
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Western Cape,4,4,0,0,627500.0,156875.0,2196.25,549.06,100.0,0.0,0.0
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Gauteng,6,6,0,0,230100.0,38350.0,1104.48,184.08,100.0,0.0,0.0
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,KwaZulu-Natal,3,3,0,0,147300.0,49100.0,707.04,235.68,100.0,0.0,0.0
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Limpopo,2,2,0,0,60000.0,30000.0,288.0,144.0,100.0,0.0,0.0
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Mpumalanga,4,3,1,0,195700.0,48925.0,939.36,234.84,75.0,25.0,0.0
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,North West,1,1,0,0,62400.0,62400.0,299.52,299.52,100.0,0.0,0.0
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Western Cape,5,3,1,1,218900.0,43780.0,1050.72,210.14,60.0,20.0,20.0
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Gauteng,14,8,5,1,1314200.0,93871.43,8148.04,582.0,57.14,35.71,7.14
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,KwaZulu-Natal,7,7,0,0,659700.0,94242.86,4090.14,584.31,100.0,0.0,0.0
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Limpopo,2,2,0,0,155100.0,77550.0,961.62,480.81,100.0,0.0,0.0
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Mpumalanga,3,2,1,0,357600.0,119200.0,2217.12,739.04,66.67,33.33,0.0
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,North West,1,0,1,0,109200.0,109200.0,677.04,677.04,0.0,100.0,0.0
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Western Cape,1,1,0,0,128200.0,128200.0,794.84,794.84,100.0,0.0,0.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Eastern Cape,3,3,0,0,200000.0,66666.67,356.0,118.67,100.0,0.0,0.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Free State,1,1,0,0,75000.0,75000.0,133.5,133.5,100.0,0.0,0.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Gauteng,8,7,1,0,475000.0,59375.0,845.5,105.69,87.5,12.5,0.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,KwaZulu-Natal,4,3,1,0,350000.0,87500.0,623.0,155.75,75.0,25.0,0.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,North West,2,2,0,0,175000.0,87500.0,311.5,155.75,100.0,0.0,0.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Western Cape,3,3,0,0,225000.0,75000.0,400.5,133.5,100.0,0.0,0.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Eastern Cape,1,0,1,0,75000.0,75000.0,111.75,111.75,0.0,100.0,0.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Free State,2,2,0,0,125000.0,62500.0,186.25,93.12,100.0,0.0,0.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Gauteng,6,4,1,1,425000.0,70833.33,633.25,105.54,66.67,16.67,16.67
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,KwaZulu-Natal,4,3,0,1,200000.0,50000.0,298.0,74.5,75.0,0.0,25.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Limpopo,1,0,1,0,75000.0,75000.0,111.75,111.75,0.0,100.0,0.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,North West,1,1,0,0,100000.0,100000.0,149.0,149.0,100.0,0.0,0.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Western Cape,1,1,0,0,75000.0,75000.0,111.75,111.75,100.0,0.0,0.0
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Eastern Cape,3,3,0,0,154900.0,51633.33,851.95,283.98,100.0,0.0,0.0
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Free State,5,5,0,0,346800.0,69360.0,1907.4,381.48,100.0,0.0,0.0
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Gauteng,6,5,1,0,330200.0,55033.33,1816.1,302.68,83.33,16.67,0.0
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,KwaZulu-Natal,2,2,0,0,138900.0,69450.0,763.95,381.98,100.0,0.0,0.0
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Limpopo,5,3,1,1,339600.0,67920.0,1867.8,373.56,60.0,20.0,20.0
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,North West,1,1,0,0,68500.0,68500.0,376.75,376.75,100.0,0.0,0.0
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Western Cape,7,7,0,0,367800.0,52542.86,2022.9,288.99,100.0,0.0,0.0
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Free State,2,1,1,0,182600.0,91300.0,1205.16,602.58,50.0,50.0,0.0
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Gauteng,9,7,2,0,1176300.0,130700.0,7763.58,862.62,77.78,22.22,0.0
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,KwaZulu-Natal,4,2,2,0,552900.0,138225.0,3649.14,912.28,50.0,50.0,0.0
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Limpopo,2,2,0,0,268900.0,134450.0,1774.74,887.37,100.0,0.0,0.0
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Mpumalanga,6,6,0,0,827800.0,137966.67,5463.48,910.58,100.0,0.0,0.0
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,North West,1,0,0,1,150400.0,150400.0,992.64,992.64,0.0,0.0,100.0
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Western Cape,5,4,1,0,615600.0,123120.0,4062.96,812.59,80.0,20.0,0.0
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Eastern Cape,2,2,0,0,232300.0,116150.0,1138.27,569.14,100.0,0.0,0.0
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Free State,1,1,0,0,184800.0,184800.0,905.52,905.52,100.0,0.0,0.0
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Gauteng,9,8,1,0,1081200.0,120133.33,5297.88,588.65,88.89,11.11,0.0
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,KwaZulu-Natal,2,2,0,0,329300.0,164650.0,1613.57,806.79,100.0,0.0,0.0
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Limpopo,2,2,0,0,257100.0,128550.0,1259.79,629.9,100.0,0.0,0.0
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Mpumalanga,2,1,1,0,177700.0,88850.0,870.73,435.36,50.0,50.0,0.0
