month,partner_id,partner_name,product_id,product_name,product_type,province,premium_transactions,paid_transactions,failed_transactions,partial_transactions,total_premium_due,total_premium_collected,outstanding_premium,collection_rate_pct
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Gauteng,16,15,1,0,13283.82,12654.18,629.64,95.26
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,KwaZulu-Natal,11,11,0,0,9327.12,9327.12,0.0,100.0
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Limpopo,8,6,2,0,6411.9,4878.06,1533.84,76.08
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Mpumalanga,5,5,0,0,3388.44,3388.44,0.0,100.0
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,North West,6,6,0,0,6055.5,6055.5,0.0,100.0
2025-09-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Western Cape,6,6,0,0,6087.18,6087.18,0.0,100.0
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Eastern Cape,7,6,1,0,3882.27,3454.99,427.28,88.99
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Free State,5,4,1,0,3344.25,2871.4,472.85,85.86
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Gauteng,37,34,1,2,21070.98,20515.2,555.78,97.36
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,KwaZulu-Natal,17,16,1,0,8850.38,8141.84,708.54,91.99
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Limpopo,6,5,0,1,4409.51,4181.66,227.85,94.83
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Mpumalanga,4,4,0,0,2166.78,2166.78,0.0,100.0
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,North West,4,3,1,0,2240.77,1994.79,245.98,89.02
2025-09-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Western Cape,17,16,1,0,10350.27,9629.48,720.79,93.04
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Eastern Cape,6,6,0,0,674.35,674.35,0.0,100.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Free State,4,4,0,0,476.01,476.01,0.0,100.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Gauteng,22,20,1,1,2380.02,2161.85,218.17,90.83
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,KwaZulu-Natal,13,13,0,0,1229.67,1229.67,0.0,100.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Limpopo,6,6,0,0,357.02,357.02,0.0,100.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Mpumalanga,2,2,0,0,238.0,238.0,0.0,100.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,North West,6,6,0,0,515.67,515.67,0.0,100.0
2025-09-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Western Cape,12,12,0,0,1190.0,1190.0,0.0,100.0
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Eastern Cape,3,2,1,0,2659.44,2145.36,514.08,80.67
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Free State,2,2,0,0,1101.24,1101.24,0.0,100.0
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Gauteng,23,21,2,0,16527.0,15008.28,1518.72,90.81
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,KwaZulu-Natal,9,8,1,0,5535.6,4414.62,1120.98,79.75
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Limpopo,6,5,1,0,4491.9,3676.68,815.22,81.85
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Mpumalanga,5,5,0,0,3927.0,3927.0,0.0,100.0
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,North West,4,3,1,0,3344.04,2751.84,592.2,82.29
2025-09-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Western Cape,13,13,0,0,12016.2,12016.2,0.0,100.0
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Eastern Cape,1,1,0,0,816.2,816.2,0.0,100.0
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Free State,4,3,0,1,2679.6,2272.9,406.7,84.82
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Gauteng,24,23,1,0,13328.0,12679.1,648.9,95.13
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,KwaZulu-Natal,7,7,0,0,3872.05,3872.05,0.0,100.0
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Limpopo,6,6,0,0,3347.4,3347.4,0.0,100.0
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,North West,4,4,0,0,2922.15,2922.15,0.0,100.0
2025-09-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Western Cape,14,14,0,0,6530.3,6530.3,0.0,100.0
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Eastern Cape,10,8,2,0,2436.0,1956.96,479.04,80.33
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Free State,4,3,1,0,889.92,728.16,161.76,81.82
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Gauteng,27,25,2,0,6167.04,5687.52,479.52,92.22
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,KwaZulu-Natal,23,20,3,0,5079.84,4427.04,652.8,87.15
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Limpopo,9,9,0,0,1997.76,1997.76,0.0,100.0
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Mpumalanga,8,7,1,0,1721.76,1554.24,167.52,90.27
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,North West,5,5,0,0,898.08,898.08,0.0,100.0
2025-10-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Western Cape,26,23,2,1,5714.4,5326.32,388.08,93.21
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Eastern Cape,8,7,1,0,4855.84,4617.14,238.7,95.08
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Free State,5,5,0,0,2726.76,2726.76,0.0,100.0
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Gauteng,38,35,3,0,22877.38,20969.02,1908.36,91.66
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,KwaZulu-Natal,20,20,0,0,11833.94,11833.94,0.0,100.0
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Limpopo,6,6,0,0,3971.1,3971.1,0.0,100.0
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Mpumalanga,3,3,0,0,2085.68,2085.68,0.0,100.0
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,North West,6,5,1,0,3140.92,2591.6,549.32,82.51
2025-10-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Western Cape,26,24,1,1,14492.5,13804.92,687.58,95.26
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Eastern Cape,4,4,0,0,356.0,356.0,0.0,100.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Free State,7,7,0,0,801.0,801.0,0.0,100.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Gauteng,37,32,2,3,4895.0,4416.62,478.38,90.23
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,KwaZulu-Natal,15,13,2,0,2047.0,1780.0,267.0,86.96
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Limpopo,7,7,0,0,979.0,979.0,0.0,100.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Mpumalanga,10,10,0,0,890.0,890.0,0.0,100.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,North West,5,5,0,0,445.0,445.0,0.0,100.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Western Cape,24,24,0,0,2581.0,2581.0,0.0,100.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Eastern Cape,7,6,0,1,707.75,670.5,37.25,94.74
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Free State,5,5,0,0,521.5,521.5,0.0,100.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Gauteng,29,28,1,0,2831.0,2793.75,37.25,98.68
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,KwaZulu-Natal,11,9,1,1,968.5,838.13,130.37,86.54
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Limpopo,7,7,0,0,707.75,707.75,0.0,100.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Mpumalanga,10,10,0,0,931.25,931.25,0.0,100.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,North West,3,3,0,0,111.75,111.75,0.0,100.0
2025-10-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Western Cape,15,14,1,0,1527.25,1415.5,111.75,92.68
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Eastern Cape,5,4,1,0,1833.15,1315.05,518.1,71.74
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Free State,2,2,0,0,580.25,580.25,0.0,100.0
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Gauteng,31,25,3,3,10459.9,8863.53,1596.37,84.74
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,KwaZulu-Natal,13,12,1,0,5058.9,4576.55,482.35,90.47
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Limpopo,7,7,0,0,2838.0,2838.0,0.0,100.0
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Mpumalanga,4,4,0,0,1304.6,1304.6,0.0,100.0
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,North West,8,8,0,0,2619.65,2619.65,0.0,100.0
2025-10-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Western Cape,16,13,2,1,5246.45,4132.15,1114.3,78.76
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Eastern Cape,8,7,1,0,7415.76,6444.9,970.86,86.91
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Free State,2,2,0,0,1890.24,1890.24,0.0,100.0
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Gauteng,21,17,2,2,17523.66,15291.71,2231.95,87.26
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,KwaZulu-Natal,14,13,0,1,11405.46,10810.8,594.66,94.79
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Limpopo,9,9,0,0,7524.66,7524.66,0.0,100.0
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Mpumalanga,5,5,0,0,3388.44,3388.44,0.0,100.0
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,North West,6,6,0,0,6311.58,6311.58,0.0,100.0
2025-10-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Western Cape,10,10,0,0,8721.24,8721.24,0.0,100.0
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Eastern Cape,9,8,0,1,5363.05,4950.22,412.83,92.3
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Free State,6,5,1,0,4238.01,3765.16,472.85,88.84
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Gauteng,46,43,2,1,27356.21,26258.24,1097.97,95.99
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,KwaZulu-Natal,21,18,1,2,11907.0,10814.91,1092.09,90.83
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Limpopo,8,7,1,0,5210.17,4623.64,586.53,88.74
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Mpumalanga,4,3,1,0,2166.78,1876.7,290.08,86.61
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,North West,5,4,1,0,2906.19,2660.21,245.98,91.54
2025-10-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Western Cape,28,24,3,1,17010.35,14840.14,2170.21,87.24
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Eastern Cape,6,6,0,0,674.35,674.35,0.0,100.0
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Free State,4,3,1,0,476.01,317.34,158.67,66.67
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Gauteng,32,29,3,0,3490.69,3133.68,357.01,89.77
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,KwaZulu-Natal,14,13,1,0,1348.67,1269.34,79.33,94.12
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Limpopo,8,8,0,0,555.35,555.35,0.0,100.0
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Mpumalanga,4,4,0,0,436.33,436.33,0.0,100.0
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,North West,8,6,1,1,714.01,575.18,138.83,80.56
2025-10-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Western Cape,16,16,0,0,1547.0,1547.0,0.0,100.0
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Eastern Cape,6,6,0,0,5118.96,5118.96,0.0,100.0
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Free State,3,3,0,0,1469.58,1469.58,0.0,100.0
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Gauteng,26,25,1,0,19932.36,19442.64,489.72,97.54
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,KwaZulu-Natal,14,12,1,1,8191.68,6914.25,1277.43,84.41
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Limpopo,9,8,1,0,7150.08,6610.38,539.7,92.45
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Mpumalanga,7,7,0,0,5717.04,5717.04,0.0,100.0
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,North West,4,3,1,0,3344.04,2404.08,939.96,71.89
2025-10-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Western Cape,17,15,1,1,14396.34,13341.09,1055.25,92.67
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Eastern Cape,1,1,0,0,816.2,816.2,0.0,100.0
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Free State,5,4,1,0,3032.75,2242.45,790.3,73.94
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Gauteng,36,34,1,1,21359.8,20411.65,948.15,95.56
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,KwaZulu-Natal,9,9,0,0,4305.0,4305.0,0.0,100.0
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Limpopo,9,7,2,0,5048.05,4074.35,973.7,80.71
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Mpumalanga,2,2,0,0,1000.3,1000.3,0.0,100.0
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,North West,6,6,0,0,4092.2,4092.2,0.0,100.0
2025-10-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Western Cape,18,17,1,0,8726.55,8119.3,607.25,93.04
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Eastern Cape,10,10,0,0,2436.0,2436.0,0.0,100.0
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Free State,4,4,0,0,889.92,889.92,0.0,100.0
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Gauteng,33,32,0,1,7271.52,7238.76,32.76,99.55
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,KwaZulu-Natal,25,24,0,1,5676.96,5609.88,67.08,98.82
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Limpopo,11,11,0,0,2285.76,2285.76,0.0,100.0
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Mpumalanga,12,11,1,0,2661.12,2365.92,295.2,88.91
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,North West,6,6,0,0,1197.6,1197.6,0.0,100.0
2025-11-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Western Cape,31,30,0,1,6765.12,6631.68,133.44,98.03
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Eastern Cape,8,8,0,0,4855.84,4855.84,0.0,100.0
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Free State,5,4,1,0,2726.76,1991.44,735.32,73.03
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Gauteng,52,49,2,1,31025.42,29509.98,1515.44,95.12
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,KwaZulu-Natal,27,24,1,2,15924.08,14658.35,1265.73,92.05
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Limpopo,8,7,1,0,4932.72,4211.04,721.68,85.37
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Mpumalanga,6,6,0,0,4302.8,4302.8,0.0,100.0
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,North West,7,7,0,0,3817.96,3817.96,0.0,100.0
2025-11-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Western Cape,27,26,1,0,15287.34,14726.86,560.48,96.33
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Eastern Cape,6,5,1,0,667.5,623.0,44.5,93.33
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Free State,8,8,0,0,934.5,934.5,0.0,100.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Gauteng,45,43,1,1,5740.5,5573.62,166.88,97.09
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,KwaZulu-Natal,19,16,3,0,2670.0,2314.0,356.0,86.67
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Limpopo,7,6,0,1,979.0,967.88,11.12,98.86
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Mpumalanga,10,10,0,0,890.0,890.0,0.0,100.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,North West,7,6,1,0,756.5,667.5,89.0,88.24
2025-11-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Western Cape,27,25,1,1,2981.5,2814.62,166.88,94.4
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Eastern Cape,8,8,0,0,819.5,819.5,0.0,100.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Free State,7,4,3,0,707.75,372.5,335.25,52.63
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Gauteng,35,35,0,0,3464.25,3464.25,0.0,100.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,KwaZulu-Natal,15,14,0,1,1266.5,1257.19,9.31,99.26
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Limpopo,8,7,1,0,819.5,707.75,111.75,86.36
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Mpumalanga,10,10,0,0,931.25,931.25,0.0,100.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,North West,4,4,0,0,260.75,260.75,0.0,100.0
2025-11-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Western Cape,15,14,0,1,1564.5,1527.25,37.25,97.62
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Eastern Cape,8,8,0,0,2685.1,2685.1,0.0,100.0
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Free State,7,7,0,0,2487.65,2487.65,0.0,100.0
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Gauteng,37,36,1,0,12276.0,12027.95,248.05,97.98
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,KwaZulu-Natal,15,13,1,1,5822.85,5302.0,520.85,91.06
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Limpopo,12,11,1,0,4705.8,4222.9,482.9,89.74
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Mpumalanga,4,4,0,0,1304.6,1304.6,0.0,100.0
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,North West,8,7,1,0,2684.0,2307.25,376.75,85.96
2025-11-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Western Cape,23,22,0,1,7269.35,7202.94,66.41,99.09
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Eastern Cape,8,7,0,1,7415.76,6930.33,485.43,93.45
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Free State,4,3,1,0,3095.4,2709.96,385.44,87.55
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Gauteng,30,29,0,1,25287.24,25165.47,121.77,99.52
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,KwaZulu-Natal,18,18,0,0,15054.6,15054.6,0.0,100.0
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Limpopo,10,10,0,0,8440.74,8440.74,0.0,100.0
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Mpumalanga,11,11,0,0,8851.92,8851.92,0.0,100.0
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,North West,7,7,0,0,7304.22,7304.22,0.0,100.0
2025-11-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Western Cape,15,14,1,0,12784.2,12085.26,698.94,94.53
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Eastern Cape,11,9,1,1,6501.32,5881.71,619.61,90.47
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Free State,7,7,0,0,5143.53,5143.53,0.0,100.0
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Gauteng,55,51,2,2,32654.09,31385.48,1268.61,96.12
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,KwaZulu-Natal,23,21,1,1,13520.57,12735.47,785.1,94.19
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Limpopo,10,10,0,0,6469.96,6469.96,0.0,100.0
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Mpumalanga,6,4,2,0,3037.51,1681.19,1356.32,55.35
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,North West,7,5,2,0,4043.48,3184.51,858.97,78.76
2025-11-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Western Cape,30,28,2,0,17593.94,16541.91,1052.03,94.02
2025-11-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Eastern Cape,7,7,0,0,753.68,753.68,0.0,100.0
2025-11-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Free State,4,4,0,0,476.01,476.01,0.0,100.0
2025-11-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Gauteng,37,35,1,1,3927.02,3788.19,138.83,96.46
2025-11-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,KwaZulu-Natal,18,18,0,0,1705.67,1705.67,0.0,100.0
2025-11-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Limpopo,10,10,0,0,793.35,793.35,0.0,100.0
2025-11-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Mpumalanga,6,5,0,1,436.33,406.58,29.75,93.18
2025-11-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,North West,9,9,0,0,912.35,912.35,0.0,100.0
2025-11-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Western Cape,22,19,2,1,2142.0,1933.74,208.26,90.28
2025-11-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Eastern Cape,9,9,0,0,7098.42,7098.42,0.0,100.0
2025-11-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Free State,4,4,0,0,2182.32,2182.32,0.0,100.0
2025-11-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Gauteng,34,31,0,3,25900.14,24848.25,1051.89,95.94
2025-11-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,KwaZulu-Natal,15,15,0,0,9395.82,9395.82,0.0,100.0
2025-11-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Limpopo,11,11,0,0,8297.1,8297.1,0.0,100.0
2025-11-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Mpumalanga,8,6,2,0,6919.5,5110.56,1808.94,73.86
2025-11-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,North West,7,5,2,0,5892.18,3664.5,2227.68,62.19
2025-11-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Western Cape,20,17,1,2,16877.28,15323.81,1553.47,90.8
